months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_type,collision_type,incident_severity,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
83,24,265093,IN,500/1000,1000,1070.63,0,FEMALE,High School,machine-op-inspct,board-games,unmarried,2/20/2015,Multi-vehicle Collision,Front Collision,Total Loss,NY,Arlington,0,3,?,0,NO,61600,6160,12320,43120,Honda,CRV,2003,N
126,30,267808,IL,500/1000,2000,916.13,0,MALE,College,sales,golf,unmarried,1/7/2015,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Northbend,16,3,YES,2,NO,74160,6180,12360,55620,Mercedes,E400,2002,N
209,38,116735,OH,250/500,500,1191.5,0,MALE,High School,priv-house-serv,reading,husband,1/31/2015,Single Vehicle Collision,Rear Collision,Total Loss,WV,Arlington,8,1,NO,2,?,80100,8900,8900,62300,Audi,A3,2015,N
283,48,963680,OH,500/1000,1000,1474.66,0,FEMALE,JD,sales,paintball,husband,2/17/2015,Parked Car,?,Trivial Damage,NY,Hillsdale,9,1,?,2,NO,6560,820,820,4920,Volkswagen,Jetta,2003,N
194,34,445694,IL,250/500,1000,1193.45,0,MALE,JD,other-service,hiking,not-in-family,1/24/2015,Single Vehicle Collision,Rear Collision,Total Loss,WV,Northbend,11,1,?,2,YES,58800,11760,5880,41160,Nissan,Pathfinder,1997,N
184,38,215534,IL,250/500,1000,1437.53,0,FEMALE,College,transport-moving,chess,not-in-family,2/2/2015,Multi-vehicle Collision,Side Collision,Minor Damage,PA,Northbrook,6,3,?,0,NO,53730,11940,5970,35820,Dodge,RAM,2013,Y
479,60,232854,IL,100/300,2000,1304.83,0,FEMALE,College,other-service,cross-fit,husband,1/9/2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Arlington,18,1,NO,0,NO,60600,5050,10100,45450,Honda,Civic,2001,N
284,48,168260,OH,250/500,1000,1168.8,0,FEMALE,JD,tech-support,movies,other-relative,2/28/2015,Single Vehicle Collision,Side Collision,Total Loss,NY,Northbrook,11,1,?,0,YES,35750,6500,3250,26000,Mercedes,E400,2001,N
65,27,538955,IN,100/300,1000,1164.97,0,FEMALE,College,adm-clerical,exercise,wife,1/17/2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Arlington,17,1,?,1,YES,42840,3570,7140,32130,Chevrolet,Silverado,2004,N
222,39,243226,IL,250/500,1000,1232.72,0,MALE,High School,armed-forces,hiking,own-child,2/9/2015,Multi-vehicle Collision,Front Collision,Major Damage,SC,Springfield,21,3,?,1,NO,87960,14660,14660,58640,Jeep,Wrangler,1999,Y
196,41,246435,IL,250/500,2000,1800.76,0,MALE,JD,protective-serv,camping,other-relative,1/14/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Hillsdale,0,3,NO,1,NO,47800,4780,4780,38240,Jeep,Grand Cherokee,2009,N
253,43,582480,IL,500/1000,500,1187.01,7000000,FEMALE,Associate,tech-support,exercise,unmarried,2/2/2015,Vehicle Theft,?,Trivial Damage,NY,Northbrook,9,1,NO,0,?,3840,640,640,2560,Chevrolet,Tahoe,2014,N
280,43,345539,IN,100/300,1000,1559.34,0,MALE,JD,transport-moving,hiking,own-child,2/17/2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Riverwood,1,1,NO,0,?,77000,14000,7000,56000,Accura,RSX,2004,N
5,26,924318,IL,250/500,2000,1137.02,0,FEMALE,PhD,farming-fishing,skydiving,not-in-family,1/25/2015,Single Vehicle Collision,Rear Collision,Total Loss,WV,Springfield,22,1,YES,1,?,88110,16020,16020,56070,Audi,A5,2003,N
220,42,726880,IN,100/300,1000,1281.72,0,MALE,College,farming-fishing,hiking,other-relative,2/13/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Northbend,20,4,NO,0,YES,47740,4340,4340,39060,Honda,Civic,2005,N
85,30,190588,OH,100/300,1000,796.35,0,FEMALE,MD,craft-repair,video-games,own-child,2/20/2015,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Northbend,9,3,YES,2,YES,58960,5360,10720,42880,Ford,F150,2004,N
266,46,246705,OH,250/500,500,1270.02,0,FEMALE,Associate,tech-support,skydiving,own-child,1/8/2015,Parked Car,?,Minor Damage,NC,Northbrook,5,1,NO,1,?,2160,480,240,1440,Toyota,Corolla,2004,N
41,26,619589,IL,100/300,1000,1383.13,0,FEMALE,JD,prof-specialty,exercise,own-child,2/28/2015,Vehicle Theft,?,Trivial Damage,SC,Riverwood,12,1,YES,1,?,6890,530,1060,5300,Jeep,Grand Cherokee,1997,N
316,45,164988,IL,100/300,2000,1290.74,5000000,FEMALE,High School,prof-specialty,kayaking,husband,2/12/2015,Multi-vehicle Collision,Side Collision,Major Damage,VA,Springfield,6,3,NO,2,YES,78870,7170,14340,57360,Suburu,Legacy,2013,N
285,47,729534,IN,100/300,1000,1216.68,0,FEMALE,Masters,sales,basketball,other-relative,1/6/2015,Vehicle Theft,?,Trivial Damage,SC,Columbus,8,1,NO,1,NO,2700,300,300,2100,Ford,F150,2013,N
379,54,505014,IL,100/300,500,1251.16,0,FEMALE,Associate,machine-op-inspct,kayaking,not-in-family,2/15/2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Riverwood,14,1,?,0,NO,75960,6330,6330,63300,Jeep,Grand Cherokee,2010,N
15,34,920826,IN,250/500,2000,1586.41,0,FEMALE,High School,sales,video-games,other-relative,1/20/2015,Single Vehicle Collision,Front Collision,Major Damage,WV,Northbrook,10,1,YES,1,?,75570,6870,13740,54960,BMW,X5,2010,Y
354,48,534982,IL,500/1000,2000,1526.11,5000000,FEMALE,Masters,sales,exercise,unmarried,1/3/2015,Single Vehicle Collision,Front Collision,Minor Damage,SC,Columbus,12,1,?,2,YES,90240,15040,15040,60160,Chevrolet,Malibu,1995,N
342,53,110408,IN,100/300,1000,1028.44,0,FEMALE,College,prof-specialty,dancing,not-in-family,1/26/2015,Single Vehicle Collision,Front Collision,Major Damage,SC,Springfield,12,1,?,0,NO,80960,14720,7360,58880,Accura,MDX,2000,N
169,38,283052,IL,100/300,1000,1555.94,0,MALE,PhD,craft-repair,skydiving,own-child,1/25/2015,Multi-vehicle Collision,Front Collision,Total Loss,VA,Riverwood,12,3,NO,1,YES,79080,6590,13180,59310,Mercedes,C300,2012,N
339,49,840806,IN,500/1000,2000,1570.77,0,MALE,JD,adm-clerical,paintball,not-in-family,1/18/2015,Vehicle Theft,?,Minor Damage,SC,Columbus,13,1,NO,0,NO,6820,1240,620,4960,Mercedes,ML350,2009,N
259,42,382394,OH,100/300,2000,1170.53,0,FEMALE,PhD,armed-forces,sleeping,wife,1/12/2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Northbend,17,3,NO,1,YES,62590,5690,11380,45520,Nissan,Pathfinder,2006,N
65,23,876699,OH,250/500,1000,1099.95,0,FEMALE,College,sales,dancing,wife,1/15/2015,Single Vehicle Collision,Side Collision,Major Damage,NY,Arlington,14,1,NO,1,YES,52400,6550,6550,39300,Accura,MDX,2005,Y
254,46,871432,IL,250/500,2000,1472.43,0,MALE,MD,tech-support,basketball,husband,1/10/2015,Multi-vehicle Collision,Front Collision,Major Damage,WV,Arlington,3,3,?,1,YES,63580,5780,11560,46240,Volkswagen,Jetta,2004,N
440,55,379882,IL,250/500,500,1275.62,0,FEMALE,Associate,priv-house-serv,reading,other-relative,1/23/2015,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Riverwood,18,3,YES,2,NO,61400,6140,6140,49120,Nissan,Ultima,1995,N
478,63,852002,IL,250/500,1000,1292.3,0,MALE,High School,adm-clerical,paintball,own-child,2/21/2015,Parked Car,?,Minor Damage,VA,Northbend,5,1,YES,1,NO,4700,940,470,3290,Dodge,Neon,2007,Y
230,44,372891,IN,250/500,2000,1009.37,0,FEMALE,College,prof-specialty,hiking,other-relative,2/17/2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Riverwood,19,1,NO,0,YES,74140,13480,13480,47180,BMW,X5,2015,N
138,30,689034,OH,500/1000,500,1093.07,4000000,FEMALE,PhD,other-service,reading,wife,1/6/2015,Single Vehicle Collision,Front Collision,Major Damage,VA,Hillsdale,0,1,?,2,NO,83160,6930,13860,62370,Volkswagen,Jetta,2011,N
239,41,743092,OH,250/500,1000,1325.44,7000000,FEMALE,JD,farming-fishing,paintball,other-relative,2/18/2015,Parked Car,?,Trivial Damage,NC,Arlington,22,1,?,0,YES,10790,1660,830,8300,Mercedes,E400,2013,N
93,31,599174,IL,100/300,2000,1017.18,0,FEMALE,MD,prof-specialty,paintball,husband,2/17/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NC,Arlington,21,3,YES,1,NO,48070,8740,8740,30590,Saab,92x,2014,N
37,25,421092,OH,100/300,1000,1221.17,0,FEMALE,Masters,protective-serv,golf,not-in-family,1/24/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Northbrook,4,3,YES,0,YES,51030,5670,11340,34020,Suburu,Impreza,1996,N
254,40,349658,IN,100/300,500,1927.87,0,MALE,MD,prof-specialty,yachting,husband,1/21/2015,Single Vehicle Collision,Front Collision,Minor Damage,VA,Arlington,10,1,YES,0,?,43280,0,5410,37870,Honda,Civic,1996,Y
131,29,811042,IN,250/500,1000,978.27,0,FEMALE,Associate,sales,paintball,own-child,2/3/2015,Single Vehicle Collision,Front Collision,Major Damage,SC,Hillsdale,5,1,?,1,NO,76400,15280,7640,53480,Suburu,Forrestor,2003,N
230,43,505316,IN,100/300,2000,1221.14,0,MALE,MD,prof-specialty,board-games,wife,1/7/2015,Single Vehicle Collision,Side Collision,Total Loss,VA,Hillsdale,13,1,?,0,?,75460,13720,13720,48020,Audi,A5,2002,N
313,50,116645,OH,100/300,2000,1255.62,0,MALE,MD,armed-forces,polo,unmarried,2/2/2015,Multi-vehicle Collision,Side Collision,Major Damage,OH,Northbrook,18,3,YES,2,YES,69000,13800,6900,48300,Ford,F150,1995,Y
210,38,950880,IN,250/500,500,999.52,0,MALE,JD,tech-support,golf,other-relative,1/13/2015,Vehicle Theft,?,Minor Damage,VA,Springfield,6,1,?,1,NO,8640,1440,720,6480,Accura,TL,2008,N
101,29,788502,OH,250/500,500,1380.89,0,MALE,PhD,armed-forces,dancing,own-child,2/28/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Arlington,0,3,?,2,?,67210,12220,12220,42770,BMW,X6,1996,N
153,37,627486,IN,500/1000,500,1010.77,0,MALE,High School,transport-moving,basketball,unmarried,1/16/2015,Multi-vehicle Collision,Side Collision,Total Loss,NC,Arlington,5,3,?,0,NO,42500,4250,4250,34000,Volkswagen,Jetta,1999,N
337,53,498842,OH,100/300,500,1205.86,0,MALE,Associate,armed-forces,basketball,wife,2/1/2015,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Arlington,8,1,YES,0,NO,86400,14400,7200,64800,Accura,RSX,2001,N
360,51,550294,IL,500/1000,1000,1526.61,0,MALE,Masters,handlers-cleaners,chess,not-in-family,1/30/2015,Vehicle Theft,?,Minor Damage,SC,Hillsdale,5,1,YES,2,?,4620,840,840,2940,Dodge,RAM,2009,Y
428,53,328387,IL,100/300,1000,1496.44,0,FEMALE,High School,tech-support,camping,unmarried,2/16/2015,Parked Car,?,Trivial Damage,NC,Springfield,9,1,YES,2,NO,6930,630,1260,5040,Honda,CRV,2013,N
204,40,540152,IL,100/300,500,1256.2,0,FEMALE,JD,sales,hiking,not-in-family,1/7/2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Northbend,10,3,YES,1,YES,41700,8340,8340,25020,Saab,95,2013,N
364,51,385932,IL,100/300,500,1268.35,0,MALE,Masters,transport-moving,board-games,wife,1/10/2015,Single Vehicle Collision,Rear Collision,Major Damage,NY,Northbrook,16,1,YES,2,NO,77330,14060,14060,49210,Volkswagen,Jetta,2014,Y
185,35,618682,IN,500/1000,2000,1421.59,0,MALE,College,other-service,sleeping,own-child,1/31/2015,Vehicle Theft,?,Trivial Damage,WV,Arlington,8,1,?,2,YES,4950,900,450,3600,Ford,F150,2011,N
63,26,550930,IL,500/1000,500,1500.04,6000000,MALE,PhD,craft-repair,polo,own-child,2/13/2015,Vehicle Theft,?,Minor Damage,NC,Northbrook,5,1,NO,0,YES,5160,860,860,3440,Accura,TL,2004,N
210,35,998192,IL,100/300,500,1433.24,0,FEMALE,College,exec-managerial,yachting,not-in-family,2/22/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Riverwood,11,3,NO,2,?,24570,2730,2730,19110,Saab,95,2006,Y
194,38,663938,IN,100/300,2000,1231.25,0,FEMALE,PhD,craft-repair,movies,not-in-family,1/8/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,WV,Arlington,15,3,?,1,?,53680,4880,9760,39040,Toyota,Camry,2011,N
294,49,756870,IN,500/1000,500,1135.43,0,MALE,Masters,farming-fishing,bungie-jumping,own-child,2/4/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Columbus,23,3,YES,1,YES,42900,3900,3900,35100,Chevrolet,Malibu,2010,N
272,41,337158,OH,250/500,2000,945.73,5000000,MALE,MD,protective-serv,chess,wife,2/4/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Arlington,23,1,NO,0,NO,84100,16820,8410,58870,Ford,Escape,2009,Y
27,27,919875,IN,100/300,2000,1118.76,0,FEMALE,College,adm-clerical,dancing,own-child,2/26/2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Northbrook,23,1,?,1,?,61560,6840,6840,47880,Ford,Fusion,2008,N
251,39,315631,IN,500/1000,2000,1231.98,0,FEMALE,Associate,other-service,hiking,not-in-family,1/8/2015,Single Vehicle Collision,Rear Collision,Minor Damage,NY,Hillsdale,10,1,YES,0,?,44240,5530,5530,33180,Dodge,RAM,1997,N
180,33,113464,IN,500/1000,2000,1005.47,0,FEMALE,JD,protective-serv,hiking,own-child,2/15/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,VA,Columbus,12,4,?,2,YES,57700,11540,5770,40390,Jeep,Grand Cherokee,2002,N
392,50,556415,OH,100/300,2000,1108.97,0,FEMALE,PhD,exec-managerial,exercise,not-in-family,1/14/2015,Single Vehicle Collision,Side Collision,Minor Damage,WV,Springfield,4,1,NO,2,YES,108030,16620,16620,74790,Saab,92x,2002,N
143,30,250249,IN,100/300,500,1392.39,5000000,FEMALE,High School,exec-managerial,dancing,unmarried,1/12/2015,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Riverwood,16,1,NO,2,YES,54300,10860,5430,38010,Toyota,Highlander,2010,N
371,54,403776,IN,100/300,2000,1317.97,0,MALE,High School,craft-repair,movies,wife,1/18/2015,Multi-vehicle Collision,Front Collision,Major Damage,SC,Columbus,18,3,?,1,?,32280,5380,5380,21520,Ford,Fusion,2010,Y
292,42,396002,IN,250/500,1000,1588.22,0,MALE,JD,machine-op-inspct,camping,other-relative,1/15/2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Riverwood,15,3,YES,1,NO,84600,16920,8460,59220,Chevrolet,Malibu,2007,N
165,35,976908,IL,250/500,500,900.02,6000000,MALE,College,craft-repair,camping,own-child,2/24/2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Springfield,8,1,NO,1,YES,69700,6970,6970,55760,BMW,3 Series,2008,N
158,33,509489,OH,100/300,1000,1744.64,3000000,MALE,JD,prof-specialty,movies,unmarried,2/7/2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Springfield,4,3,NO,0,NO,36400,3640,7280,25480,Volkswagen,Jetta,1998,N
241,39,485295,OH,250/500,1000,1260.56,0,FEMALE,JD,adm-clerical,paintball,own-child,2/22/2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Northbrook,20,3,NO,0,YES,37520,4690,4690,28140,Jeep,Wrangler,2010,N
103,33,361829,OH,500/1000,2000,1021.14,0,FEMALE,Masters,other-service,paintball,wife,1/19/2015,Multi-vehicle Collision,Side Collision,Major Damage,NY,Northbend,1,3,NO,2,?,79090,14380,14380,50330,Dodge,RAM,2014,N
402,54,603632,OH,250/500,2000,1285.09,0,MALE,JD,farming-fishing,board-games,not-in-family,2/28/2015,Single Vehicle Collision,Rear Collision,Major Damage,NY,Springfield,19,1,NO,0,YES,67770,7530,15060,45180,Mercedes,ML350,2013,Y
102,32,783494,OH,100/300,500,1537.07,3000000,MALE,JD,tech-support,chess,wife,2/4/2015,Single Vehicle Collision,Side Collision,Total Loss,OH,Northbend,11,1,NO,1,NO,47400,9480,4740,33180,Chevrolet,Silverado,2004,Y
182,40,439049,IN,100/300,1000,1022.42,0,MALE,PhD,other-service,skydiving,husband,2/17/2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Northbend,13,1,YES,0,?,71100,7110,14220,49770,Audi,A3,2008,N
282,46,502634,OH,100/300,2000,1558.86,0,MALE,MD,other-service,dancing,wife,2/17/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Springfield,2,1,?,2,NO,69400,13880,6940,48580,BMW,M5,2012,N
222,39,378588,OH,500/1000,500,1757.87,0,MALE,High School,transport-moving,board-games,not-in-family,1/17/2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Northbrook,9,3,YES,2,?,55000,5000,10000,40000,Saab,93,1996,Y
415,52,794731,IN,250/500,1000,973.5,0,MALE,PhD,machine-op-inspct,polo,not-in-family,2/2/2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Arlington,15,2,YES,1,YES,51090,7860,7860,35370,Toyota,Highlander,2003,N
51,34,641934,OH,500/1000,500,1430.8,0,MALE,PhD,machine-op-inspct,camping,unmarried,2/12/2015,Single Vehicle Collision,Side Collision,Major Damage,NY,Springfield,23,1,?,2,NO,64200,6420,19260,38520,Honda,Civic,2007,Y
255,45,113516,IL,500/1000,500,1192.27,0,MALE,High School,sales,base-jumping,own-child,1/4/2015,Single Vehicle Collision,Front Collision,Total Loss,NC,Riverwood,16,1,NO,2,YES,67320,12240,12240,42840,Ford,Fusion,2006,N
143,31,425631,IL,250/500,500,1163.83,0,MALE,Associate,protective-serv,movies,husband,2/21/2015,Multi-vehicle Collision,Side Collision,Major Damage,NC,Arlington,21,4,YES,2,?,76120,6920,13840,55360,Audi,A5,1999,N
130,28,542245,OH,500/1000,1000,1003.15,0,FEMALE,JD,farming-fishing,movies,other-relative,1/23/2015,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Hillsdale,21,2,YES,2,NO,85020,13080,13080,58860,Ford,Fusion,2010,N
242,41,512894,OH,250/500,2000,1153.54,6000000,MALE,Masters,protective-serv,polo,unmarried,2/12/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Northbrook,3,3,NO,0,?,68090,12380,12380,43330,Toyota,Corolla,2009,N
96,27,633090,IL,100/300,1000,1631.1,0,FEMALE,High School,priv-house-serv,exercise,wife,1/23/2015,Parked Car,?,Trivial Damage,WV,Arlington,4,1,?,1,NO,6030,670,670,4690,Nissan,Pathfinder,2007,N
180,35,464234,IL,500/1000,1000,1252.48,0,MALE,MD,machine-op-inspct,yachting,wife,2/10/2015,Vehicle Theft,?,Minor Damage,OH,Springfield,17,1,?,1,NO,5100,1020,510,3570,Chevrolet,Malibu,2000,N
150,30,290162,IN,100/300,1000,1677.26,0,MALE,College,sales,yachting,own-child,1/10/2015,Vehicle Theft,?,Trivial Damage,WV,Springfield,7,1,YES,1,YES,4590,510,510,3570,Volkswagen,Jetta,2013,N
463,59,638155,IL,250/500,1000,979.73,0,FEMALE,JD,exec-managerial,yachting,not-in-family,2/12/2015,Multi-vehicle Collision,Front Collision,Major Damage,SC,Columbus,14,2,?,1,NO,72400,7240,14480,50680,Chevrolet,Tahoe,1999,Y
472,64,911429,IN,250/500,500,989.24,0,MALE,Masters,other-service,skydiving,not-in-family,2/21/2015,Single Vehicle Collision,Front Collision,Major Damage,NY,Northbrook,13,1,NO,2,NO,70900,14180,7090,49630,Mercedes,ML350,2002,N
75,25,106186,IL,500/1000,1000,1389.86,0,FEMALE,Associate,priv-house-serv,hiking,husband,1/18/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Springfield,23,2,?,2,YES,65100,6510,6510,52080,Saab,93,2011,N
193,40,311783,OH,100/300,500,1233.85,0,FEMALE,College,handlers-cleaners,chess,husband,2/28/2015,Multi-vehicle Collision,Side Collision,Total Loss,PA,Hillsdale,23,3,?,2,YES,64260,0,14280,49980,Ford,Escape,1999,N
43,43,528385,IL,500/1000,500,1320.39,0,FEMALE,Associate,armed-forces,yachting,not-in-family,1/19/2015,Single Vehicle Collision,Rear Collision,Major Damage,WV,Arlington,16,1,?,2,?,79970,7270,21810,50890,Honda,CRV,1996,Y
253,41,228403,IN,100/300,1000,1435.09,0,FEMALE,College,machine-op-inspct,bungie-jumping,not-in-family,1/11/2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,Northbrook,17,1,NO,2,?,56610,6290,6290,44030,Chevrolet,Tahoe,1995,N
152,30,209177,IN,500/1000,500,1448.54,0,FEMALE,JD,craft-repair,polo,wife,2/11/2015,Single Vehicle Collision,Side Collision,Major Damage,VA,Northbrook,9,1,YES,1,?,84590,7690,7690,69210,Toyota,Highlander,2000,Y
160,38,497929,OH,250/500,500,1733.56,0,MALE,High School,sales,sleeping,wife,1/9/2015,Multi-vehicle Collision,Side Collision,Major Damage,SC,Hillsdale,13,3,NO,2,YES,66780,7420,14840,44520,Mercedes,ML350,1996,N
56,36,735844,IN,100/300,500,1533.07,0,MALE,JD,farming-fishing,exercise,own-child,1/20/2015,Single Vehicle Collision,Rear Collision,Major Damage,NC,Springfield,13,1,YES,1,YES,58500,0,6500,52000,Ford,Escape,2001,N
286,41,710741,IL,100/300,500,1106.77,0,FEMALE,College,prof-specialty,golf,other-relative,2/26/2015,Parked Car,?,Trivial Damage,WV,Columbus,3,1,?,2,NO,5000,500,500,4000,Dodge,RAM,2003,N
3,29,276804,IL,100/300,500,995.7,5000000,FEMALE,JD,priv-house-serv,chess,unmarried,2/2/2015,Parked Car,?,Trivial Damage,PA,Springfield,3,1,?,2,?,5000,500,1000,3500,Mercedes,E400,2008,Y
286,41,507545,IL,250/500,1000,1298.85,6000000,FEMALE,High School,sales,camping,other-relative,1/4/2015,Multi-vehicle Collision,Front Collision,Major Damage,NY,Columbus,16,3,?,1,YES,54450,6050,12100,36300,Saab,92x,2007,N
239,38,485642,OH,250/500,1000,1276.73,5000000,FEMALE,Masters,handlers-cleaners,bungie-jumping,other-relative,2/19/2015,Multi-vehicle Collision,Front Collision,Major Damage,WV,Northbrook,12,3,NO,1,?,61920,6880,6880,48160,Saab,93,2003,N
64,29,796375,OH,250/500,2000,1202.28,0,MALE,High School,exec-managerial,cross-fit,other-relative,1/12/2015,Single Vehicle Collision,Side Collision,Minor Damage,VA,Hillsdale,4,1,?,1,NO,43700,4370,4370,34960,Nissan,Pathfinder,2007,Y
98,31,171183,IN,100/300,500,671.92,0,MALE,Masters,machine-op-inspct,bungie-jumping,wife,1/24/2015,Single Vehicle Collision,Front Collision,Minor Damage,NC,Riverwood,3,1,?,2,?,64080,7120,7120,49840,Ford,Escape,1997,N
16,35,110084,IL,250/500,1000,1358.03,0,MALE,JD,sales,chess,own-child,2/17/2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,Hillsdale,0,1,NO,2,?,55000,10000,10000,35000,Volkswagen,Jetta,2008,Y
70,27,714784,IN,250/500,1000,1008.79,4000000,FEMALE,Masters,adm-clerical,video-games,own-child,1/13/2015,Vehicle Theft,?,Trivial Damage,WV,Columbus,19,1,NO,2,?,4400,0,550,3850,Toyota,Camry,2000,N
75,27,143924,OH,100/300,1000,1141.1,0,MALE,JD,armed-forces,movies,other-relative,2/28/2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Hillsdale,15,2,?,0,YES,71640,5970,11940,53730,Toyota,Highlander,2008,N
246,44,996850,OH,100/300,1000,1397,0,MALE,High School,machine-op-inspct,reading,not-in-family,1/3/2015,Single Vehicle Collision,Rear Collision,Minor Damage,NY,Arlington,6,1,NO,1,NO,61740,6860,6860,48020,Accura,MDX,1997,N
110,27,284834,OH,500/1000,1000,1664.66,0,FEMALE,Associate,priv-house-serv,golf,own-child,2/5/2015,Single Vehicle Collision,Side Collision,Total Loss,SC,Springfield,3,1,?,0,?,57500,5750,5750,46000,Audi,A3,2010,N
236,39,830878,IN,250/500,1000,1151.39,4000000,FEMALE,Masters,exec-managerial,reading,wife,1/1/2015,Parked Car,?,Minor Damage,NY,Springfield,17,1,YES,0,?,8700,870,1740,6090,Accura,RSX,2003,N
267,46,270208,OH,100/300,2000,1546.01,0,FEMALE,MD,adm-clerical,polo,wife,1/6/2015,Multi-vehicle Collision,Front Collision,Total Loss,VA,Riverwood,4,4,NO,2,?,77100,15420,7710,53970,Volkswagen,Jetta,1996,N
463,57,407958,IL,250/500,500,1063.67,0,MALE,Masters,priv-house-serv,dancing,wife,2/3/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Springfield,14,1,NO,2,YES,59400,6600,6600,46200,Dodge,Neon,1995,N
303,46,832300,IN,100/300,1000,709.14,0,MALE,Masters,machine-op-inspct,kayaking,husband,2/12/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Northbrook,3,3,NO,1,NO,54890,9980,4990,39920,Toyota,Corolla,2006,N
137,30,927205,IL,250/500,500,1039.55,0,MALE,MD,exec-managerial,kayaking,unmarried,2/16/2015,Multi-vehicle Collision,Front Collision,Minor Damage,WV,Columbus,4,3,?,2,?,74030,6730,13460,53840,Chevrolet,Tahoe,2005,N
56,42,655356,IL,250/500,500,1339.39,0,FEMALE,Associate,adm-clerical,chess,not-in-family,2/25/2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Columbus,13,1,?,1,YES,61490,11180,11180,39130,BMW,X5,1998,N
75,27,831053,IN,250/500,1000,1202.75,0,MALE,High School,handlers-cleaners,board-games,not-in-family,1/21/2015,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Northbrook,23,3,NO,0,YES,79560,6630,13260,59670,Volkswagen,Passat,2003,N
131,33,432740,IL,100/300,2000,1081.17,0,MALE,MD,sales,yachting,wife,1/28/2015,Parked Car,?,Minor Damage,NY,Northbend,3,1,?,0,NO,4900,490,490,3920,Toyota,Camry,2010,N
153,34,893853,IL,250/500,500,991.39,0,MALE,High School,tech-support,paintball,other-relative,2/27/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Springfield,0,3,?,1,NO,77770,14140,14140,49490,Nissan,Pathfinder,2000,N
255,43,594988,IN,500/1000,500,984.02,0,FEMALE,JD,transport-moving,board-games,unmarried,2/10/2015,Multi-vehicle Collision,Side Collision,Major Damage,SC,Columbus,14,2,?,2,?,74700,7470,14940,52290,Nissan,Maxima,2007,Y
103,26,979544,IL,100/300,500,1354.83,0,MALE,MD,tech-support,sleeping,husband,1/18/2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Arlington,14,2,NO,2,?,40600,4060,4060,32480,Volkswagen,Passat,2010,N
97,28,191891,OH,100/300,1000,830.31,0,MALE,JD,farming-fishing,video-games,husband,1/13/2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,Springfield,22,1,?,1,?,45270,10060,10060,25150,Jeep,Wrangler,2006,N
214,36,831479,IL,100/300,2000,987.42,7000000,FEMALE,Associate,machine-op-inspct,kayaking,own-child,1/31/2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Springfield,17,3,NO,0,?,47080,4280,8560,34240,Saab,93,2006,N
